ID,monthlyRent(us_dollar)
Test_0198,512.6526733338721
Test_0199,143.82933987949224
Test_0200,424.9658710975854
Test_0201,210.3127894324054
Test_0202,184.31898844656862
Test_0203,295.39561634642837
Test_0204,193.94718674639174
Test_0205,92.25407443677675
Test_0206,223.11674430071096
Test_0207,158.64148295813027
Test_0208,276.52754280198843
Test_0209,177.75461002244822
Test_0210,368.29658775116354
Test_0211,476.6505795740851
Test_0212,335.62370165506144
Test_0213,262.49908173065444
Test_0214,413.46649544463486
Test_0215,266.9446658442517
Test_0216,506.6643128755622
Test_0217,177.35255873536252
Test_0218,715.589597235095
Test_0219,126.02260099436889
Test_0220,176.34057652022716
Test_0221,305.6122428259405
Test_0222,351.7184874339656
Test_0223,293.2106014969257
Test_0224,180.13317907453
Test_0225,93.05665112959167
Test_0226,364.2492179613728
Test_0227,73.96839447160158
Test_0228,144.03876490687816
Test_0229,277.55668910019233
Test_0230,342.08943230414314
Test_0231,285.93256538746294
Test_0232,193.07434160600104
Test_0233,124.29104573442405
Test_0234,111.9040082941002
Test_0235,254.73332848023136
Test_0236,200.09209610618012
Test_0237,77.01606794544135
Test_0238,108.48298373748838
Test_0239,207.18072452635553
Test_0240,295.945409392979
Test_0241,228.09397807250383
Test_0242,160.47549287340442
Test_0243,555.1982377610916
Test_0244,378.57648535875506
Test_0245,350.18234236493714
Test_0246,406.5850495551101
Test_0247,185.60337995256583
Test_0248,409.6633505074903
Test_0249,210.7707191237531
Test_0250,414.39940837583265
Test_0251,222.15631452366736
Test_0252,111.32684334178494
Test_0253,151.11750365087593
Test_0254,146.8958354667182
Test_0255,370.3082288077145
Test_0256,279.57946844592294
Test_0257,113.14019013046628
Test_0258,522.3056162014948
Test_0259,319.1559375358295
Test_0260,464.6280901432294
Test_0261,802.8603545446749
Test_0262,909.6154379836385
Test_0263,371.944759443664
Test_0264,155.04594595666597
Test_0265,175.84788100710787
Test_0266,195.13398980610094
Test_0267,140.36324338640856
Test_0268,187.7721700751799
Test_0269,364.3012536066236
Test_0270,339.6975493034018
Test_0271,278.28581365898395
Test_0272,113.55236003615056
Test_0273,351.4932471940882
Test_0274,281.0944788397662
Test_0275,190.45598711915767
Test_0276,154.87571965706016
Test_0277,275.5818766743664
Test_0278,878.9094643893391
Test_0279,149.3724114818056
Test_0280,302.97340261102164
Test_0281,435.19422923842745
Test_0282,106.45966774769781
Test_0283,245.25782017019395
Test_0284,321.2217629382996
Test_0285,167.00898467470626
Test_0286,171.5485747747086
Test_0287,551.5688496915838
Test_0288,224.42012049141465
Test_0289,457.73260559478325
Test_0290,698.0049833887764
Test_0291,817.2830701166276
Test_0292,104.61699315063395
Test_0293,177.41435004523348
Test_0294,263.2598353772993
Test_0295,455.0858545481031
Test_0296,365.6471719925063
Test_0297,375.5656505982781
Test_0298,249.02931470244334
Test_0299,199.55370828044215
Test_0300,925.7271396132053
Test_0301,266.83397343399025
Test_0302,167.0867308859009
Test_0303,241.48907221229982
Test_0304,177.18287616036562
Test_0305,653.0622610850393
Test_0306,359.7051994309718
Test_0307,163.08069722664274
Test_0308,111.77962612258997
Test_0309,226.83972038853915
Test_0310,188.12517104494793
Test_0311,379.77152306073697
Test_0312,348.41060980918934
Test_0313,279.1920151090096
Test_0314,169.53962617969984
Test_0315,291.0593242376769
Test_0316,354.4501985158002
Test_0317,469.7758324743857
Test_0318,110.0260339643958
Test_0319,163.58018360539054
Test_0320,124.82385105689872
Test_0321,176.9080318996443
Test_0322,327.3157044515708
Test_0323,195.07589708299193
Test_0324,624.7743574657486
Test_0325,268.1605851092306
Test_0326,259.5329480908795
Test_0327,152.41395112632813
Test_0328,241.87894448350417
Test_0329,79.54534533224968
Test_0330,243.55597053133823
Test_0331,134.6236498735662
Test_0332,277.3131712872787
Test_0333,1115.7506259972638
Test_0334,361.85858247873267
Test_0335,332.160977149391
Test_0336,166.82120691312667
Test_0337,375.5090631310748
Test_0338,455.1544106802081
Test_0339,394.62688321877005
Test_0340,142.2120468281559
Test_0341,374.11423328219803
Test_0342,147.2915126043244
Test_0343,292.9079411295174
Test_0344,346.90410476090494
Test_0345,389.6733555225322
Test_0346,210.81757459265182
Test_0347,304.0246797118182
Test_0348,118.97506498165406
Test_0349,260.0642220935891
Test_0350,287.09480812998856
Test_0351,369.6508124828913
Test_0352,337.0778767362835
Test_0353,229.29217552552404
Test_0354,281.0384843430001
Test_0355,166.04442255563302
Test_0356,340.37955615677225
Test_0357,506.1781273508303
Test_0358,946.2128202222908
Test_0359,392.478430338267
Test_0360,194.35959790944858
Test_0361,180.77625861571352
Test_0362,306.1797996450208
Test_0363,180.49851531028898
Test_0364,548.1581170062817
Test_0365,907.1514538258662
Test_0366,433.13441187828596
Test_0367,331.91358441128625
Test_0368,322.7847833333627
Test_0369,217.44655948837084
Test_0370,321.86251475493015
Test_0371,1219.7633656821547
Test_0372,241.1992018666562
Test_0373,266.6231628611415
Test_0374,392.86727501888225
Test_0375,280.32478899902975
Test_0376,257.85570101267507
Test_0377,237.43386832435053
Test_0378,183.40380631449253
Test_0379,343.13211150566855
Test_0380,618.4980140129786
Test_0381,206.88338341607653
Test_0382,815.5171126940639
Test_0383,132.0761034109835
Test_0384,726.287481161312
Test_0385,332.160977149391
Test_0386,318.3166075154768
Test_0387,391.15684107553574
Test_0388,138.45587277488815
Test_0389,353.5942753689293
Test_0390,95.66510480993682
Test_0391,152.78597967192823
Test_0392,222.4825541482353
Test_0393,153.2497697435973
Test_0394,132.6499668760677
Test_0395,122.17974679390943
Test_0396,246.34829442540564
Test_0397,131.38722286023264
Test_0398,427.1087010141674
Test_0399,597.881559340346
Test_0400,270.2765912475721
Test_0401,408.64354389173707
Test_0402,215.00175065147158
Test_0403,224.55723397450603
Test_0404,368.0127442472106
Test_0405,741.7169921995717
Test_0406,110.86446322648227
Test_0407,193.172555963514
Test_0408,158.4296937793785
Test_0409,481.7314729387952
Test_0410,496.4026103254086
Test_0411,77.79514574926104
Test_0412,1067.405983314395
Test_0413,188.59560061248467
Test_0414,439.359284916605
Test_0415,380.55964235479934
Test_0416,599.5186956289402
Test_0417,275.09362293413005
Test_0418,377.76763858315576
Test_0419,387.66939170690455
Test_0420,278.0087054890583
Test_0421,411.90588992157126
Test_0422,266.58844189907603
Test_0423,443.69450629798666
Test_0424,115.06443713824089
Test_0425,72.61620307943379
Test_0426,471.88443590207476
Test_0427,1045.8356457732361
Test_0428,373.86007436034964
Test_0429,143.3395055172104
Test_0430,108.56972947159011
Test_0431,242.54854700724852
Test_0432,915.2964329239253
Test_0433,189.9380196960986
Test_0434,476.82168103137604
Test_0435,86.74375682746589
Test_0436,362.5054580133663
Test_0437,432.06982192829093
Test_0438,237.09410627907113
Test_0439,117.04724169458812
Test_0440,173.15787067795074
Test_0441,1072.1827594361127
Test_0442,246.6337817460187
Test_0443,396.1256177426407
Test_0444,198.6605867504034
Test_0445,1033.7822123780186
Test_0446,251.88940006768118
Test_0447,788.4356464434038
Test_0448,233.1505136146093
Test_0449,170.7008835087035
Test_0450,141.20736312583642
Test_0451,110.14729517405587
Test_0452,392.92180661618744
Test_0453,125.40124396983404
Test_0454,130.32924786118846
Test_0455,113.53602334785134
Test_0456,404.46704659891213
Test_0457,1164.499798426878
Test_0458,931.0158474547986
Test_0459,145.17328488610897
Test_0460,156.87798173709925
Test_0461,189.08927037889546
Test_0462,407.34819189856245
Test_0463,484.8685421038997
Test_0464,389.2572453783113
Test_0465,161.7073453861947
Test_0466,131.0600628305346
Test_0467,332.160977149391
Test_0468,121.28008101925737
Test_0469,176.45351228727458
Test_0470,431.2056639516922
Test_0471,285.38054817065057
Test_0472,268.1074427974874
Test_0473,484.23837228476054
Test_0474,370.3232784040634
Test_0475,269.7673083936051
Test_0476,220.26425259906512
Test_0477,85.60129292096249
Test_0478,219.40458893092935
Test_0479,165.9202485600276
Test_0480,539.1484385114012
Test_0481,206.2492364479963
Test_0482,141.65750663583188
Test_0483,300.25831633321917
Test_0484,328.7181484316441
Test_0485,645.7198139707136
Test_0486,899.4727858555632
Test_0487,182.9957840781058
Test_0488,459.80534977117935
Test_0489,330.1579147550377
Test_0490,148.82132169040102
Test_0491,56.88075703826298
Test_0492,147.5904349353795
Test_0493,402.99174920269866
Test_0494,263.6497183259964
Test_0495,417.15421037137577
Test_0496,441.3531260633016
Test_0497,233.1173327383547
Test_0498,128.36226896350058
Test_0499,190.75050026930782
Test_0500,286.5915992645661
Test_0501,332.160977149391
Test_0502,398.7796878943114
Test_0503,173.72947953094734
Test_0504,240.09077919781097
Test_0505,137.97525878266907
Test_0506,389.446366236054
Test_0507,244.94230842826425
Test_0508,115.44700079664912
Test_0509,104.93633134611585
Test_0510,311.1711145890298
Test_0511,235.7772571776557
Test_0512,127.7432502872601
Test_0513,194.56283764033063
Test_0514,373.0117498544609
Test_0515,428.2233650619587
Test_0516,358.43955552008856
Test_0517,121.12845269242528
Test_0518,106.58509379280754
Test_0519,175.88866489528445
Test_0520,398.7550544548518
Test_0521,185.02426862090536
Test_0522,387.8046875935969
Test_0523,113.32825412890953
Test_0524,97.60567322399292
Test_0525,206.31142793104985
Test_0526,150.6008402735418
Test_0527,172.00775039861801
Test_0528,148.4897832285238
Test_0529,318.4721379435431
Test_0530,112.78712750602574
Test_0531,200.12455725682267
Test_0532,330.718022408458
Test_0533,164.7482265753025
Test_0534,365.51394210096197
Test_0535,377.6568797827669
Test_0536,286.6563116205783
Test_0537,163.01217225838937
Test_0538,250.32112418970198
Test_0539,195.1317155391022
Test_0540,391.4520049831335
Test_0541,284.6166138218057
Test_0542,124.55740951077433
Test_0543,177.08009103328038
Test_0544,867.0492191904675
Test_0545,127.68678703326401
Test_0546,227.901021959075
Test_0547,109.62359712354777
Test_0548,552.0119995291715
Test_0549,571.8080489694687
Test_0550,608.2501703645053
Test_0551,362.68279010906485
Test_0552,198.5796510373356
Test_0553,933.4083045031334
Test_0554,509.43705320313
Test_0555,238.39707245706217
Test_0556,347.5752299949874
Test_0557,188.81378405653908
Test_0558,128.93132193632658
Test_0559,534.2021839040818
Test_0560,412.23223612535594
Test_0561,244.0628364990496
Test_0562,158.42562867762018
Test_0563,178.0960021214189
Test_0564,255.05677314746904
Test_0565,429.80646089122706
Test_0566,373.74993839537586
Test_0567,192.20607768930927
Test_0568,269.60263909777757
Test_0569,563.280316305068
Test_0570,489.51998885789317
Test_0571,80.42295650497539
Test_0572,495.7586109749294
Test_0573,711.2000633678099
Test_0574,167.42227518295005
Test_0575,206.31142793104985
Test_0576,182.5497898353776
Test_0577,149.37394471177285
Test_0578,248.21485991382414
Test_0579,254.71493327541995
Test_0580,112.91488729012457
Test_0581,204.6617538953795
Test_0582,236.3758010565023
Test_0583,375.1314186943308
Test_0584,272.42434853944684
Test_0585,237.99361724406975
Test_0586,102.27866644231173
Test_0587,421.16541821059434
Test_0588,365.68583818841756
Test_0589,162.7488144700234
Test_0590,169.16264544252553
Test_0591,252.1588927729496
Test_0592,223.6363727642659
Test_0593,245.3798969825727
Test_0594,206.31142793104985
Test_0595,206.01853680660423
Test_0596,392.7654665695989
Test_0597,392.81380868676314
Test_0598,812.5592182466764
Test_0599,163.44528468505084
Test_0600,201.21533942292584
Test_0601,146.0064447221768
Test_0602,191.76965490815192
Test_0603,146.16499371734395
Test_0604,115.90688213249705
Test_0605,421.6306849143308
Test_0606,208.25527748771398
Test_0607,142.01610718329337
Test_0608,473.00617500384396
Test_0609,151.89650395107375
Test_0610,198.97411661512922
Test_0611,389.26210580530164
Test_0612,238.00041719826186
Test_0613,332.160977149391
Test_0614,343.2922894362946
Test_0615,249.14835022453298
Test_0616,404.9990509379669
Test_0617,124.55740951077433
Test_0618,346.5669317700494
Test_0619,222.25833620015217
Test_0620,213.5476461023814
Test_0621,298.9379967420957
Test_0622,182.32284952055463
Test_0623,377.99208448394734
Test_0624,260.827791462508
Test_0625,202.00704556439243
Test_0626,405.43735551271925
Test_0627,154.5678219791537
Test_0628,84.86663739202608
Test_0629,129.79462591401142
Test_0630,132.57420476420725
Test_0631,191.07044167940413
Test_0632,276.7746916212884
Test_0633,377.0743682440077
Test_0634,185.2340394060544
Test_0635,114.25016708751596
Test_0636,192.89762193606663
Test_0637,186.42923588963484
Test_0638,271.06605643333836
Test_0639,371.2460931282416
Test_0640,148.25240836965963
Test_0641,380.13067206626835
Test_0642,98.15652714202824
Test_0643,179.73411717358528
Test_0644,375.63202493379157
Test_0645,273.0715690657948
Test_0646,373.4722180308249
Test_0647,361.753241658328
Test_0648,263.089050968489
Test_0649,359.613876852938
Test_0650,255.89965391679897
Test_0651,1188.2908878074927
Test_0652,510.98375918597554
Test_0653,842.5071814958771
Test_0654,100.5476533440913
Test_0655,458.87970928956935
Test_0656,1122.3331364336586
Test_0657,117.29082603080487
Test_0658,750.219688552095
Test_0659,177.67884768592313
Test_0660,186.33066434314821
Test_0661,376.1543448034045
Test_0662,134.80573800833878
Test_0663,286.93937165352895
Test_0664,548.0670546266033
Test_0665,166.0694663334212
Test_0666,138.28920370999376
Test_0667,382.94659875166457
Test_0668,249.68024408032764
Test_0669,221.15163513485152
Test_0670,459.10412156263004
Test_0671,351.8800100317732
Test_0672,198.46980495056462
Test_0673,482.72251700636195
Test_0674,262.6361840047958
Test_0675,130.0180655194615
Test_0676,397.76844490579265
Test_0677,353.9739504542327
Test_0678,162.5041981048776
Test_0679,161.77242174186046
Test_0680,242.54854700724852
Test_0681,751.036106831298
Test_0682,286.5849625706422
Test_0683,106.1543371529168
Test_0684,122.7875715192974
Test_0685,324.99629719728887
Test_0686,270.1013992751504
Test_0687,108.7101172946554
Test_0688,284.32096120867413
Test_0689,226.38565918785483
Test_0690,320.3222548596114
Test_0691,255.78434669470406
Test_0692,190.57592090682863
Test_0693,391.01183655651414
Test_0694,248.08141242598373
Test_0695,148.2654622555002
Test_0696,588.8822246638781
Test_0697,189.81780108714594
Test_0698,801.2979288897096
Test_0699,284.56075862824235
Test_0700,138.50009728738016
Test_0701,392.478430338267
Test_0702,118.10579568877571
Test_0703,268.59989514286656
Test_0704,359.9486226823165
Test_0705,429.23702057230463
Test_0706,355.22353811572725
Test_0707,155.97411225000735
Test_0708,605.4848408073511
Test_0709,120.99826174156784
Test_0710,249.68224796011103
Test_0711,119.11556886557895
Test_0712,101.13219230959422
Test_0713,177.4791963458989
Test_0714,310.55868953309766
Test_0715,1166.2238608354583
Test_0716,149.6886385661579
Test_0717,340.1014756266845
Test_0718,307.89621865102765
Test_0719,175.03061613115204
Test_0720,218.14670545844353
Test_0721,341.8010191202964
Test_0722,255.88229806142743
Test_0723,244.82409489432618
Test_0724,153.81948448390187
Test_0725,378.42311914766935
Test_0726,287.6082356239359
Test_0727,287.00332291142166
Test_0728,346.49791758155095
Test_0729,180.90767984010537
Test_0730,124.9318084103884
Test_0731,225.82637656402792
Test_0732,238.01007409458242
Test_0733,173.7481646416513
Test_0734,179.56795678499677
Test_0735,403.5949206454994
Test_0736,256.21461836155953
Test_0737,441.34561143562127
Test_0738,406.6728928537104
Test_0739,255.1618415476518
Test_0740,401.60204687219726
Test_0741,262.7452701292992
Test_0742,257.5688355851238
Test_0743,183.32307274517544
Test_0744,166.90683553911225
Test_0745,549.2930015686684
Test_0746,286.0618355860623
Test_0747,600.4893389925804
Test_0748,166.4209853592176
Test_0749,239.68318733431335
Test_0750,174.8151542039022
Test_0751,396.8520077475421
Test_0752,921.9781618922301
Test_0753,298.0180465297125
Test_0754,229.1408371567825
Test_0755,216.74012081922228
Test_0756,117.41340623180015
Test_0757,542.845714071108
Test_0758,1238.6280163866322
Test_0759,191.8914827743839
Test_0760,326.12810907922704
Test_0761,135.3984437059087
Test_0762,285.5253133613187
Test_0763,311.73471952273763
Test_0764,347.1221623443009
Test_0765,151.8571896468869
Test_0766,153.60377290696152
Test_0767,96.16504175741387
Test_0768,252.06644420256058
Test_0769,289.0502085430301
Test_0770,197.70183958096095
Test_0771,441.33931853345297
Test_0772,1127.2349018717823
Test_0773,160.02818431550642
Test_0774,359.00020192110264
Test_0775,147.59024042236763
Test_0776,146.50549308173333
Test_0777,583.2323547366822
Test_0778,1241.220521287832
Test_0779,80.00882130452929
Test_0780,208.4674563934726
Test_0781,110.47520897760127
Test_0782,301.08433426717846
Test_0783,474.94283824959723
Test_0784,363.1678609599282
Test_0785,628.2848059280464
Test_0786,124.14081592767965
Test_0787,85.47426902393208
Test_0788,366.7258292041041
Test_0789,120.46129105262541
Test_0790,201.68364626325538
Test_0791,360.47998068972373
Test_0792,570.7908858074111
Test_0793,262.74974698224986
Test_0794,485.8207017679722
Test_0795,78.85721505122571
Test_0796,860.9019504644339
Test_0797,149.9030688056451
Test_0798,341.9734216584699
Test_0799,275.3105349074144
Test_0800,382.89120942040597
Test_0801,558.453912398368
Test_0802,307.0284462741545
Test_0803,479.7294550000375
Test_0804,153.6749831765696
Test_0805,145.9275778587858
Test_0806,176.34135158101157
Test_0807,354.35126374239
Test_0808,121.56819630246875
Test_0809,347.21509611877775
Test_0810,190.75050026930782
Test_0811,475.8722820348995
Test_0812,277.20575182317566
Test_0813,167.32747170666693
Test_0814,81.17148050997523
Test_0815,238.78279658495657
Test_0816,694.319358925299
Test_0817,121.07362932213185
Test_0818,204.65614018473082
Test_0819,232.31571751372178
Test_0820,159.04344133843207
Test_0821,164.14462992378654
Test_0822,466.15526291040953
Test_0823,299.02099547854755
Test_0824,317.86921000220514
Test_0825,1270.998698905968
Test_0826,377.4020440826526
Test_0827,363.7100133317946
Test_0828,222.3944152888676
Test_0829,254.5482416463376
Test_0830,151.08615330793936
Test_0831,209.0080341551901
Test_0832,351.52032761756055
Test_0833,220.12571462007213
Test_0834,465.06607742957846
Test_0835,99.04846396238945
Test_0836,174.31156109542147
Test_0837,242.1689683963978
Test_0838,166.66684639236158
Test_0839,372.72065754552006
Test_0840,93.370617809871
Test_0841,239.40204261528027
Test_0842,148.854322861178
Test_0843,628.9468001477542
Test_0844,177.11658171883536
Test_0845,342.1775191361569
Test_0846,287.71156209107954
Test_0847,472.5529090101787
Test_0848,191.20383811428405
Test_0849,479.1269117359805
Test_0850,110.34552601784654
Test_0851,170.68762161276655
Test_0852,372.81982076465357
Test_0853,127.26448611026817
Test_0854,768.148341707161
Test_0855,127.91117939703463
Test_0856,84.04045859069012
Test_0857,398.64830709410705
Test_0858,348.7145940922642
Test_0859,76.67538512422514
Test_0860,200.2156426532651
Test_0861,659.9679515664426
Test_0862,267.53579558864976
Test_0863,267.4516621245604
Test_0864,141.54918392023072
Test_0865,555.1982377610916
Test_0866,195.35455671367248
Test_0867,427.34564218214166
Test_0868,210.42931216233035
Test_0869,76.37304065227009
Test_0870,218.7043088127681
Test_0871,271.62387709809803
Test_0872,298.5787129156753
Test_0873,255.13636560899764
Test_0874,318.88457446717024
Test_0875,314.6401756787392
Test_0876,196.91792406248106
Test_0877,355.80998858049367
Test_0878,282.1824027417641
Test_0879,113.52903210223269
Test_0880,238.61161697631977
Test_0881,751.036106831298
Test_0882,151.46251184896755
Test_0883,162.52127082503108
Test_0884,381.3272919753028
Test_0885,154.83766998620723
Test_0886,249.85223219853228
Test_0887,248.3770712002236
Test_0888,116.27849011470578
Test_0889,907.6618290470558
Test_0890,121.79695755538387
Test_0891,164.28455927892426
Test_0892,174.63684205198936
Test_0893,85.55813489342546
Test_0894,353.13563508098673
Test_0895,173.69833894195216
Test_0896,322.7631944115266
Test_0897,253.89431312014216
Test_0898,232.2159968341157
Test_0899,332.2695818964734
Test_0900,178.15756407764536
Test_0901,400.3542307735071
Test_0902,329.9411171017764
Test_0903,114.04086281385142
Test_0904,149.65314412886116
Test_0905,1034.689027605846
Test_0906,372.3854812468261
Test_0907,187.78042814458868
Test_0908,102.22660948742595
Test_0909,420.25310752096505
Test_0910,334.62395842746105
Test_0911,320.94663034596135
Test_0912,179.3505442173833
Test_0913,325.8283724226304
Test_0914,387.6797925466445
Test_0915,196.4091603992201
Test_0916,166.7902204462079
Test_0917,177.19977461171445
Test_0918,279.7776947283516
Test_0919,311.04857625526927
Test_0920,296.48310473682665
Test_0921,900.50156098806
Test_0922,336.49089031463967
Test_0923,178.0598256564398
Test_0924,737.8909763524887
Test_0925,678.2468194245902
Test_0926,655.3544624041579
Test_0927,189.7895269178235
Test_0928,192.40640046233
Test_0929,253.25622005417608
Test_0930,316.3676741396909
Test_0931,436.5838647798124
Test_0932,146.24105136730358
Test_0933,141.2728252588924
Test_0934,315.43459827201355
Test_0935,91.1163614422139
Test_0936,211.0417162441408
Test_0937,493.9379754224458
Test_0938,130.39856415091526
Test_0939,96.99616196638739
Test_0940,636.2072941320743
Test_0941,181.2632560291113
Test_0942,114.95181984838891
Test_0943,892.9947334112513
Test_0944,188.64971907166037
Test_0945,298.723750992633
Test_0946,235.21794936464406
Test_0947,239.70503353909427
Test_0948,329.56457336686566
Test_0949,234.46088533834956
Test_0950,305.3236814750696
Test_0951,172.41283197674377
Test_0952,140.41256212699759
Test_0953,367.80560670436194
Test_0954,105.48401535011054
Test_0955,321.46319061952215
Test_0956,235.60420354898534
Test_0957,239.83197439572083
Test_0958,367.8870153168915
Test_0959,253.01526359281354
Test_0960,223.49220014901013
Test_0961,152.78816313515136
Test_0962,155.00506591270465
Test_0963,295.22726414123275
Test_0964,492.2960367022564
Test_0965,229.2538538327721
Test_0966,83.54978875687688
Test_0967,156.17576377355638
Test_0968,1167.7367437799824
Test_0969,317.40822396301985
Test_0970,921.6236265609172
Test_0971,217.77740017757807
Test_0972,825.5511396684873
Test_0973,451.20638221058977
Test_0974,420.81076250166785
Test_0975,153.71060257842504
Test_0976,367.54722402830646
Test_0977,207.18072452635553
Test_0978,110.15159059305921
Test_0979,83.53724829426392
Test_0980,211.14802419968441
Test_0981,200.05676154775432
Test_0982,357.6283752985594
Test_0983,350.86011818698313
Test_0984,375.40386984231145
Test_0985,458.6714246308673
Test_0986,167.57937290446597
Test_0987,356.96465851284387
Test_0988,415.94550733734724
Test_0989,393.3532860788947
Test_0990,485.7233839409281
Test_0991,180.71352821482435
Test_0992,365.9460341138549
Test_0993,175.84788100710787
Test_0994,259.1336164733045
Test_0995,301.81657175285625
Test_0996,209.40364525094634
Test_0997,330.82443222109475
Test_0998,139.08695623091998
Test_0999,336.8054730629513
