ID,propertyType,bedrooms,latitude,longitude,suburbName,distanceMetro(km),distanceAirport(km),distanceHospital(km),distanceRailway(km),area(square_meters),monthlyRent(us_dollar)
Train_0019,Apartment,3,28.60053444,77.05887604,Dwarka,1.809371281136184,5.652665831581217,15.039725499654946,16.469640353948183,157.94,369
Train_0020,Independent House,1,28.64790726,77.19667816,North Delhi,0.4950326473134758,15.042397117300274,9.048083208556337,2.4473018514226506,27.87,184
Train_0021,Independent House,1,28.69665337,77.20575714,Other,0.2112452871797369,19.672899417329763,14.386334672700269,6.263195893320007,55.74,270
Train_0022,Independent House,3,28.61468887,77.32427216,Other,1.5686480035302282,24.357541887524626,12.565571228957022,10.561031909231284,92.9,295
Train_0023,Independent Floor,2,28.57024574,77.24302673,Other,0.6423617856478531,15.587266446576889,3.466409987286297,8.214781277061594,83.61,344
Train_0024,Independent Floor,1,28.53632927,77.26237488,Other,0.936188733142454,17.511438037347087,6.321733002422056,12.369252241578952,65.03,147
Train_0025,Apartment,1,28.65260506,77.27558136,Delhi East,1.617934818924284,21.58511208768268,11.58648455931406,5.500074266145685,37.16,135
Train_0026,Independent Floor,1,28.50059891,77.20719147,Delhi South,2.3095568287769312,13.417013273258457,7.343859775325709,15.693804019009582,69.68,67
Train_0027,Apartment,1,28.54305649,77.20384979,Delhi South,0.1980449494813133,11.73595207587433,2.6663786461429844,11.0561219549082,69.68,393
Train_0028,Independent Floor,1,28.60659218,77.29367828,Delhi East,0.4722705844792324,21.234242889197937,9.48456033639258,8.128303779259038,51.1,196
Train_0029,Independent Floor,1,28.60836983,77.29311371,Delhi East,0.5465036290832352,21.23503823073729,9.52915512095086,7.986812532562101,65.03,184
Train_0030,Independent Floor,2,28.63206863,77.17905426,Delhi West,1.1300532736644204,12.584936479623424,7.75488482486417,4.209602003415666,83.61,369
Train_0031,Independent Floor,1,28.65418816,77.16350555,Delhi Central,0.6258204534608953,13.436638739956722,10.604020718431062,5.7604881294200565,50.63,153
Train_0032,Independent Floor,3,28.56007385,77.21884918,Delhi South,0.9584189776088892,13.141647355055166,1.316534832547131,9.048372739157374,171.87,676
Train_0033,Independent Floor,3,28.709587100000004,77.17011261,Delhi North,0.9466103712503372,19.0714006767658,16.24206144860621,9.00321572266176,74.32,369
Train_0034,Apartment,3,28.55928802,77.21009827,Delhi South,0.364236520345389,12.28252221239839,0.868674030837952,9.192330392093876,148.64,615
Train_0035,Independent Floor,1,28.65182686,77.16446686,Delhi Central,0.6689377285297496,13.27825694203843,10.3267858096779,5.611213742493958,71.07,135
Train_0036,Independent Floor,3,28.66366196,77.10294342,West Delhi,1.6563929288720525,12.186011349905042,14.841534692009082,11.766721539321608,83.61,307
Train_0037,Independent Floor,2,28.53715515,77.24995422,Other,0.9500390424985918,16.29361406722315,5.2772781642988,11.934766301242526,102.19,553
Train_0038,Independent Floor,3,28.56025696,77.16173553,Delhi South,0.2750642056204261,7.563844361014333,4.566782684989579,10.711486238955327,334.45,1230
Train_0039,Apartment,1,28.53625679,77.26116943,Other,0.9743315955069628,17.395251301099886,6.226785551705971,12.338498771339232,41.81,123
Train_0040,Apartment,3,28.57413292,77.16131592,Other,1.4119796202241288,7.796075695007418,4.619386482328233,9.476784028555263,106.84,307
Train_0041,Independent Floor,2,28.64957809,77.17050934,Delhi Central,0.5168151793571794,13.43856663395683,9.866627933090236,4.984182660372661,65.03,270
Train_0042,Apartment,2,28.64498901,77.16929626,Delhi Central,0.0079866309028141,12.969368369544586,9.442663776149129,5.039022895360007,78.97,332
Train_0043,Apartment,3,28.58472443,77.24108887,Delhi South,0.2155255055521991,15.656470901290946,3.8108853772091016,6.621925262945262,167.23,1045
Train_0044,Independent Floor,1,28.6402092,77.18727112,Delhi West,0.4250404170059449,13.787908160951211,8.373652753321373,3.2726394733753112,36.7,307
Train_0045,Apartment,3,28.59211159,77.03655243,Dwarka,0.4045065690166782,6.25914004782716,16.98595934584861,18.828827185371097,148.64,369
Train_0046,Independent Floor,3,28.71149445,77.13276672,Rohini,0.7941901595341629,17.981401640613424,17.629103746582064,11.563033331002227,106.84,492
Train_0047,Independent Floor,2,28.61945724,77.05670929,West Delhi,0.2694597080845576,7.660248844817123,15.887971699322724,16.223936623101068,60.39,123
Train_0048,Apartment,3,28.556427000000003,77.06003571,Dwarka,0.5161232491348243,2.416932920496328,14.50504457167942,18.3378553966066,148.64,393
Train_0049,Independent Floor,3,28.53470612,77.20650482,Delhi South,0.7375898383709687,12.130824257757784,3.5658582918251294,11.939053102422903,167.23,738
Train_0050,Independent Floor,1,28.64666939,77.16783905,Delhi Central,0.2265131936547337,13.023749403113166,9.670444998767492,5.197516382326056,42.18,159
Train_0051,Apartment,1,28.7005043,77.13687134,North Delhi,0.4762484450181549,16.925513426116396,16.355298901634146,10.469724587826706,55.74,190
Train_0052,Apartment,2,28.53427887,77.20841217,Delhi Central,0.7970973311195834,12.323044143605715,3.611423742173867,11.96590395495302,88.26,307
Train_0053,Independent Floor,3,28.66806412,77.10057068,West Delhi,1.176090139695625,12.63818860622206,15.355343642466057,12.101975359871032,100.34,270
Train_0054,Apartment,3,28.58703423,77.03129578,Other,1.0881251912120855,6.321406290452575,17.412648220253526,19.4890584267166,148.64,307
Train_0055,Apartment,2,28.58998489,77.04438019,Dwarka,0.4437031636137279,5.537480960132965,16.192304226513446,18.171147133069034,116.13,319
Train_0056,Independent Floor,2,28.63050079,77.27738190000001,Delhi East,0.2486033213833531,20.62870030956108,9.801127678959702,5.679541000887824,60.48,196
Train_0057,Apartment,1,28.53427887,77.20841217,Delhi Central,0.7970973311195834,12.323044143605715,3.611423742173867,11.96590395495302,41.81,166
Train_0058,Independent Floor,3,28.55016136,77.23831940000001,Delhi South,0.6748586892608385,15.044162343701483,3.512814663723902,10.290495458475576,167.23,1107
Train_0059,Independent Floor,1,28.65358734,77.16930389,Delhi Central,0.9463183594415644,13.71675868980249,10.323197447370855,5.194714213620924,83.61,319
Train_0060,Independent Floor,1,28.73244286,77.13123322,Other,0.983929710941294,20.19702302830705,19.819717461366967,13.326543729137322,51.1,98
Train_0061,Independent Floor,2,28.49965858,77.18751526,Delhi South,1.4500807318928848,11.781423704558724,7.708045020221554,16.073593698412285,83.61,184
Train_0062,Independent Floor,3,28.70986748,77.32813263,Delhi East,3.724323301944248,29.35477700333777,19.73886926713728,12.93605117585126,154.68,381
Train_0063,Independent Floor,2,28.4995327,77.18419647,Delhi South,1.1953661413021568,11.51255668565919,7.811376588210029,16.15592092412149,89.19,196
Train_0064,Apartment,1,28.63859367,77.07995605,Other,0.883695156809717,9.287466535567631,14.81812971292384,13.765470083370284,60.39,172
Train_0065,Apartment,4,28.59317017,77.0355072,Dwarka,0.5152335594211486,6.413384259209938,17.106349689384977,18.892797766160523,222.97,405
Train_0066,Independent Floor,3,28.49585533,77.18482208,Delhi South,1.5310320145183152,11.78586360358254,8.184546881280655,16.540551947431673,102.19,184
Train_0067,Apartment,2,28.50021172,77.18647766,Delhi South,1.331440671353744,11.662775273164309,7.675819593193957,16.03444800598395,92.9,184
Train_0068,Independent Floor,2,28.60411072,77.2895813,Delhi East,0.0743256839612243,20.77491670705737,9.002173536077555,7.920125045683994,69.68,147
Train_0069,Independent Floor,3,28.64454842,77.16497803,Delhi Central,0.4214366357523338,12.665641359050875,9.575000063624715,5.4571709662874825,92.9,430
Train_0070,Independent Floor,3,28.54476357,77.22774506,Delhi South,0.5226748092055293,14.04557700829148,3.1311510250611234,10.76545522449808,185.81,1230
Train_0071,Independent Floor,4,28.6674614,77.09157562,West Delhi,1.3600800567929638,12.493647388649537,15.922236807082989,12.942198073228472,232.26,676
Train_0072,Independent Floor,3,28.69370461,77.1362915,Delhi Central,0.6513031154357499,16.190860599081542,15.701334614414442,10.064611996459234,153.29,676
Train_0073,Apartment,3,28.59082413,77.05220795,Dwarka,0.5511154715290224,5.093506503115311,15.452286047009055,17.41596879873277,148.64,442
Train_0074,Apartment,2,28.64515686,77.16850281,Delhi Central,0.0741207669687615,12.934354853988468,9.490890089859084,5.117754480123277,81.29,258
Train_0075,Independent Floor,1,28.60792923,77.05493164,Dwarka,1.54895351488573,6.558280938895362,15.631994105618102,16.636746500491395,69.68,123
Train_0076,Independent Floor,1,28.63529968,77.22499847,Other,0.5294381967511415,16.36478253890013,7.769267188015426,0.8245080652977107,133.78,184
Train_0077,Apartment,3,28.59999084,77.04639435,Dwarka,1.0189079482674943,6.245158798320439,16.211694191185703,17.661437589412134,185.81,344
Train_0078,Independent Floor,3,28.64865112,77.1363678,Delhi Central,0.6746536681621709,11.555520327595408,11.445030813151686,8.281055651103078,92.9,61
Train_0079,Independent Floor,3,28.56573868,77.19520569,Delhi South,0.9662759967653988,10.881827706565137,1.2390808179729138,8.780257981005702,204.39,738
Train_0080,Independent Floor,2,28.64905548,77.1675415,Delhi Central,0.4744509673395258,13.213376672444182,9.92439841800318,5.26083145373077,92.9,362
Train_0081,Independent House,1,28.66867447,77.10170746,West Delhi,1.0995215925249866,12.719404892417732,15.32933841739696,12.010786565994568,83.61,135
Train_0082,Independent Floor,3,28.55813026,77.24687958,Delhi South,0.5707258633658843,15.876110479353745,3.943751778148077,9.609425613754834,106.84,553
Train_0083,Apartment,3,28.63222694,77.30252838,Delhi East,0.7262708528749009,22.968773776444664,11.761116099672549,8.069558218687877,134.71,344
Train_0084,Apartment,2,28.53081703,77.21680450000001,Other,1.3203615771709267,13.20336279548664,4.0905176856659065,12.294952345043413,95.69,307
Train_0085,Independent Floor,4,28.53401184,77.24238586,Delhi South,0.9653214646334382,15.606712896696497,4.970349200608821,12.122035682108224,250.84,1353
Train_0086,Independent Floor,2,28.5714283,77.07091522,Other,0.6401762337580371,2.273567309584237,13.402969637471138,16.591314511231285,74.32,159
Train_0087,Independent Floor,1,28.63739967,77.29301453,Delhi East,0.399100831107643,22.33612805133249,11.427076657106648,7.086599780142615,51.1,123
Train_0088,Independent Floor,3,28.69763374,77.10956573,West Delhi,1.9448638694862128,16.005580397324596,17.387960956741857,12.507412960104926,130.06,369
Train_0089,Apartment,2,28.72037125,77.12496948,Rohini,1.1106569768262218,18.75787658101212,18.84295662467857,12.789278282468528,88.26,270
Train_0090,Apartment,3,28.6095562,77.07124329,Other,1.375897354496659,6.198644153888702,14.172209049881513,15.04298159623572,148.64,344
Train_0091,Apartment,3,28.55913162,77.0578537,Dwarka,0.7766953535123688,2.6660875223099154,14.697179784048696,18.36976268572073,154.03,492
Train_0092,Independent Floor,2,28.7080574,77.11795044,Other,0.7781159462110125,17.283722777812933,17.94649537170237,12.447841360517158,69.68,209
Train_0093,Independent Floor,2,28.64325905,77.13282776,West Delhi,0.7396811428825018,10.866823722974363,11.20144439266918,8.59320878523292,83.61,258
Train_0094,Apartment,1,28.73423386,77.12388611,West Delhi,1.523851702421016,20.24220620736156,20.28337899381329,13.953475317786936,59.92,172
Train_0095,Independent Floor,1,28.56250954,77.24842072,Delhi South,0.3835655446668766,16.044734003321985,4.003085994855839,9.18588399628333,92.9,270
Train_0096,Independent Floor,2,28.57328987,77.22193909,Other,0.5578147028959939,13.584439018003414,1.555603204480876,7.582816461132325,111.48,553
Train_0097,Independent Floor,2,28.49585533,77.18602753,Delhi South,1.6083128937591036,11.88417865951377,8.152908153245981,16.515923926801097,74.32,172
Train_0098,Independent House,1,28.63493347,77.17928314,Delhi West,0.816011388606784,12.81890017710468,8.04379910453453,4.118435681840948,37.16,159
Train_0099,Independent Floor,2,28.68929863,77.10475159,North Delhi,1.2147904594293806,15.024469234056507,16.902368623449213,12.50162326681689,89.74,467
Train_0100,Independent Floor,3,28.64595604,77.16685486,Delhi Central,0.254927197321094,12.901923984978982,9.637793604616444,5.28558583272286,67.82,134
Train_0101,Independent Floor,3,28.50117683,77.18583679,Delhi South,1.2230581333453092,11.553710143420798,7.59047221880448,15.94315451226721,120.77,307
Train_0102,Independent Floor,1,28.50978661,77.19868469,Delhi South,1.2037789862259052,12.22746484158972,6.388041365602297,14.777607488760916,83.61,147
Train_0103,Independent Floor,2,28.7080574,77.11795044,Other,0.7781159462110125,17.283722777812933,17.94649537170237,12.447841360517158,50.17,221
Train_0104,Independent Floor,3,28.70886612,77.14179229999999,North Delhi,1.1153562618197077,17.955056868799648,17.01063053716233,10.71904157463715,70.23,295
Train_0105,Independent Floor,1,28.5992012,77.29612732,Delhi East,0.5771634948851625,21.261769662521186,9.354221789872607,8.751811575163524,37.16,98
Train_0106,Apartment,2,28.56265831,77.06211090000001,Dwarka,0.5814932310580314,2.3694818720373263,14.263016191389935,17.814257525231238,130.06,246
Train_0107,Independent Floor,2,28.6544342,77.16887665,Delhi Central,1.0408054606087982,13.76665818354244,10.425825371649555,5.259514503615883,69.21,258
Train_0108,Apartment,3,28.57352257,77.04216766,Dwarka,1.6040111946352946,4.643156742558776,16.222723557724496,19.02604664716277,241.55,492
Train_0109,Independent Floor,2,28.65065193,77.13166809,Delhi Central,0.2576152887018228,11.565033678904308,11.90342498419454,8.76090939935483,92.9,295
Train_0110,Apartment,2,28.56034851,77.05667114,Dwarka,0.9208508131849352,2.805971289323342,14.805421897569776,18.403619893305496,122.63,344
Train_0111,Independent Floor,4,28.67341995,77.12728119,Delhi Central,0.3439880221932316,13.78084805538565,14.194606920435431,9.785747404125791,234.12,836
Train_0112,Apartment,4,28.59602547,77.31449127,Dwarka,1.2578023237109033,22.94135690226477,10.925993190978083,10.476388564251206,190.64,319
Train_0113,Independent Floor,1,28.49582291,77.18462372,Delhi South,1.5216234352964646,11.771719451627687,8.193356807108508,16.54819203761266,50.63,123
Train_0114,Independent Floor,2,28.49525261,77.18740082,Delhi South,1.7492432450906443,12.033203642327496,8.183566771706937,16.55433814141966,74.32,147
Train_0115,Independent Floor,2,28.67729568,77.09700775,West Delhi,0.5108964686139703,13.61885626151322,16.346391960713436,12.719016941702744,69.68,246
Train_0116,Apartment,2,28.51563454,77.20366669,Delhi South,0.6331174347763906,12.432329748690249,5.691682492398345,14.07071313551303,69.68,196
Train_0117,Apartment,3,28.67212105,77.10383606,West Delhi,0.7365203611666507,13.126291909601404,15.474989970165092,11.91161191243918,134.71,430
Train_0118,Independent House,1,28.60049248,77.29250336,Delhi East,0.5642497751249986,20.95090724868752,9.085503495744188,8.37635365229588,41.81,98
Train_0119,Apartment,3,28.5992012,77.29612732,Delhi East,0.5771634948851625,21.261769662521186,9.354221789872607,8.751811575163524,120.77,307
Train_0120,Independent Floor,3,28.57662964,77.24230957,Other,0.783834694452509,15.610463410522405,3.545160292888183,7.515018977455743,167.23,676
Train_0121,Independent Floor,1,28.65182686,77.16446686,Delhi Central,0.6689377285297496,13.27825694203843,10.3267858096779,5.611213742493958,50.26,147
Train_0122,Independent Floor,1,28.53318214,77.20762634,Delhi South,0.654433251166698,12.270803024162404,3.7325260606794033,12.094731262555449,41.81,184
Train_0123,Independent Floor,1,28.60752106,77.2910614,Delhi East,0.3514815469189531,21.0160939696552,9.307963791061514,7.8543847633992465,41.81,110
Train_0124,Apartment,4,28.59555054,77.04264832,Dwarka,0.4080912886039171,6.099619987891048,16.467110566207975,18.14811441838465,209.03,676
Train_0125,Independent Floor,2,28.53423309,77.20944977,Delhi South,0.860933085391979,12.423776770938574,3.6195867951955134,11.961186434203563,120.77,344
Train_0126,Apartment,1,28.64339256,77.20992279,Delhi Central,0.4777659046823739,15.693210169933469,8.484553083394006,1.0702792195912143,27.87,92
Train_0127,Independent Floor,1,28.6350956,77.27107239,Other,0.7672861853224189,20.28385249892619,9.771605215831746,4.9793090190429465,36.23,104
Train_0128,Apartment,2,28.68351746,77.13407898,North Delhi,1.0178060854988022,15.051416648472014,14.80336755152273,9.65291420349056,83.61,307
Train_0129,Independent Floor,3,28.69733429,77.18963623,North Delhi,0.7354713978259264,18.82958758989073,14.569140939738093,6.873052771450261,120.77,369
Train_0130,Independent Floor,1,28.61125183,77.086586,Dwarka,0.5222622682775613,6.248504502775539,12.838065140566943,13.541824355482284,83.61,196
Train_0131,Independent Floor,2,28.62071228,77.08982086,West Delhi,0.7563465590033928,7.311554314371812,12.992912447934597,13.007392843050107,83.61,282
Train_0132,Independent Floor,2,28.65271759,77.13154602,Delhi Central,0.0284531523483006,11.77079176669075,12.090197944075674,8.801513916877342,83.61,306
Train_0133,Independent Floor,3,28.69586372,77.17368317,Other,1.1561799039793892,17.88421544642332,14.681593142875318,7.560234312345889,27.87,922
Train_0134,Apartment,3,28.5970974,77.04534149,Dwarka,0.7000525945495276,6.05657447664591,16.243066252587447,17.84720488339968,139.35,332
Train_0135,Apartment,2,28.695364,77.15354919,North Delhi,0.1220052076472421,16.962322828293217,15.198109417829514,8.857666913091558,65.03,307
Train_0136,Independent Floor,1,28.60836983,77.29311371,Delhi East,0.5465036290832352,21.23503823073729,9.52915512095086,7.986812532562101,32.52,86
Train_0137,Apartment,4,28.58576965,77.05622864,Dwarka,0.4887037738659592,4.410522321974831,14.97668969000365,17.23819666574827,171.87,430
Train_0138,Independent Floor,2,28.65072441,77.1112442,West Delhi,0.7967495588168656,10.93376636871269,13.250667621463526,10.74800453891948,67.35,196
Train_0139,Independent Floor,2,28.636419300000004,77.29275513,Delhi East,0.3984852661671066,22.26876208722985,11.334433398591257,7.0694920893040685,92.9,123
Train_0140,Apartment,3,28.52330589,77.20890808,Delhi South,0.8110193638255286,12.652560547209776,4.828255172858958,13.172100868123133,120.77,209
Train_0141,Independent Floor,2,28.60909271,77.28800201,Delhi East,0.4992152083709484,20.778258338545427,9.135216885369536,7.508258690206198,65.03,172
Train_0142,Independent Floor,2,28.55682564,77.25699615,Delhi South,0.6417047294181245,16.86345041812749,4.939938623021013,10.054217679576269,125.42,393
Train_0143,Apartment,3,28.53431129,77.29561615,Delhi South,0.9704712485767036,20.769048709130647,9.31937226923788,13.977102805103016,139.35,467
Train_0144,Independent Floor,3,28.66983223,77.0897522,West Delhi,1.1276426644958986,12.747839446217062,16.233567561528428,13.175678868863006,167.23,553
Train_0145,Independent Floor,2,28.50370026,77.17875671,Delhi South,0.4904403508329208,10.816248414595515,7.555241555738527,15.835287493914896,102.19,202
Train_0146,Independent Floor,1,28.63558578,77.27120972,Other,0.8069972429861914,20.31974025591745,9.822176478861936,4.98490461116503,36.23,79
Train_0147,Independent Floor,1,28.64051056,77.18615723,Delhi West,0.4399154423239796,13.731857906635234,8.432775021108409,3.379942034595617,23.23,221
Train_0148,Independent Floor,1,28.62033653,77.05577087,West Delhi,0.1750636725379565,7.78422018743453,16.00916303539945,16.300132130028704,47.38,135
Train_0149,Independent Floor,2,28.64454842,77.16497803,Delhi Central,0.4214366357523338,12.665641359050875,9.575000063624715,5.4571709662874825,83.61,332
Train_0150,Apartment,3,28.68727493,77.13852692,North Delhi,1.0116234574455008,15.58790112844114,14.966541431002405,9.488712064356058,83.61,196
Train_0151,Independent Floor,1,28.70890236,77.20135498,Other,0.9946546943820984,20.53043854974999,15.75513672450183,7.684327121748585,51.1,153
Train_0152,Independent Floor,3,28.59835815,77.07823181,Dwarka,0.5117839622517708,4.857775669383044,13.147834290580382,14.737235581789903,111.48,196
Train_0153,Independent Floor,3,28.70030022,77.27118683,Delhi East,1.229942032271067,24.337767980986914,16.03515827902166,8.156833222475491,100.34,184
Train_0154,Apartment,3,28.66576004,77.15023041,Delhi Central,0.7985730902646478,13.85906736337633,12.32267659396136,7.387302662943113,148.64,553
Train_0155,Independent Floor,3,28.64700317,77.29944611,Delhi East,0.5455266718000222,23.355859242041035,12.6185143265887,7.721453975843757,92.9,332
Train_0156,Apartment,2,28.53103638,77.20909882,Delhi Central,0.625223946215682,12.460553569432689,3.9723110213227,12.31712932624202,92.9,430
Train_0157,Independent Floor,2,28.69143295,77.20272064,North Delhi,0.859814548055614,19.032628447765248,13.81530852925176,5.785323708161385,83.61,344
Train_0158,Independent Floor,1,28.59331322,77.30603027,Delhi East,0.6501044770814149,22.071015525301327,10.046593075937478,9.91947110447989,25.08,61
Train_0159,Apartment,1,28.64042664,77.18589783,Delhi West,0.4615386519358043,13.707096916375274,8.430185854482318,3.4056594355666903,81.29,221
Train_0160,Independent Floor,1,28.56214333,77.21393585,Delhi South,0.7613396728524753,12.67368920221342,0.7956334349935665,8.841990969637232,69.68,221
Train_0161,Independent Floor,3,28.53944206,77.25075531,Other,0.6968989540211599,16.3427604992333,5.186279128905417,11.708287715899278,185.81,922
Train_0162,Independent Floor,2,28.74656868,77.05638885,Other,5.707769408447305,21.422174145428546,24.81535075608604,19.82221347323465,33.45,332
Train_0163,Independent Floor,2,28.61520958,77.03556824,Dwarka,0.4987334849915095,8.231489101641268,17.679872677957377,18.33968916952744,66.89,129
Train_0164,Independent Floor,2,28.64907455,77.13331604,Delhi Central,0.4667590749488952,11.470748659204032,11.666254045524813,8.582501352918543,83.61,209
Train_0165,Independent Floor,1,28.59733009,77.31357574,Delhi East,1.3850984824500363,22.882721406577723,10.884396896814176,10.328423005430052,74.32,147
Train_0166,Apartment,2,28.50046921,77.18621063,Delhi South,1.29421572731056,11.62561005970644,7.655535642286722,16.012025767514825,69.68,184
Train_0167,Apartment,3,28.59332085,77.0371933,Dwarka,0.3594204506976626,6.301872692488923,16.946705837535884,18.72998707080766,176.52,369
Train_0168,Independent Floor,1,28.64574432,77.16846466,Delhi Central,0.1088538056298566,12.982404508822968,9.551953326456198,5.126741520412328,69.21,215
Train_0169,Independent Floor,1,28.70710182,77.10293579,Other,1.4974909131077412,16.96302130435942,18.620580825733203,13.602741495223595,32.05,110
Train_0170,Independent Floor,2,28.64245033,77.1733551,Delhi Central,0.4804178206825315,13.015236915708837,9.029834242513775,4.629784709135281,81.2,393
Train_0171,Independent Floor,3,28.706731800000004,77.17115784,Delhi North,0.8635340190106235,18.83315609342628,15.910705496855062,8.683134929067926,92.9,369
Train_0172,Independent Floor,3,28.55021667,77.2397995,Delhi South,0.6042991925620027,15.18869647342872,3.633596959327917,10.309701503663389,167.23,922
Train_0173,Independent Floor,1,28.61032867,77.29055023,Delhi East,0.6304919454501136,21.05647102961297,9.419434126730875,7.664473504546434,37.16,113
Train_0174,Independent Floor,3,28.73915482,77.12686157,West Delhi,1.167887362587882,20.833607817920864,20.67016301657304,14.16903517286739,91.04,307
Train_0175,Independent Floor,2,28.69911194,77.14598846,North Delhi,0.5183519535402853,17.07080623870408,15.854869399119556,9.685980964307316,83.61,295
Train_0176,Independent Floor,1,28.63712311,77.27388763,Other,0.8832460947751071,20.6298497039862,10.120100637548772,5.225109136823093,33.45,110
Train_0177,Independent Floor,2,28.63840485,77.11823273,West Delhi,0.7831214184333494,9.819923812219503,11.81648038539416,10.02534557483673,148.64,412
Train_0178,Independent Floor,3,28.62243271,77.05659485,West Delhi,0.0718162924151701,7.972979569440866,16.022044196873694,16.187981586216146,83.61,172
Train_0179,Independent Floor,3,28.49623299,77.18188477,Delhi South,1.331179409654594,11.524164028508508,8.2283582331517,16.563173657724324,92.9,233
Train_0180,Independent Floor,3,28.63925552,77.07442474,Other,1.1396578985444488,9.402946517437575,15.315707433587148,14.304505990754189,111.48,344
Train_0181,Apartment,3,28.59614754,77.03911591,Dwarka,0.4527883663859249,6.384917278840042,16.81890968685569,18.46156598676412,139.35,369
Train_0182,Apartment,3,28.58998489,77.04438019,Dwarka,0.4437031636137279,5.537480960132965,16.192304226513446,18.171147133069034,153.29,369
Train_0183,Independent Floor,3,28.69304466,77.17263031,North Delhi,1.155102220199388,17.561334688054835,14.4017566520121,7.379753996242265,209.03,885
Train_0184,Apartment,3,28.59152603,77.06760406,Dwarka,1.320169592136854,4.389638829844253,13.985831517225185,15.97150926685965,157.94,369
Train_0185,Independent Floor,1,28.56734848,77.23977661,Delhi South,0.4845950774501887,15.238974500094244,3.128559596745584,8.448922334268717,139.35,412
Train_0186,Independent Floor,1,28.63553619,77.17958069,Delhi West,0.7541792658696939,12.886146776483695,8.096512678009088,4.078100932702809,46.45,307
Train_0187,Apartment,2,28.64984894,77.28348541,Delhi East,1.2710286637858623,22.11046345256264,11.806001798058222,6.204566111796132,74.32,344
Train_0188,Independent Floor,1,28.62159729,77.04187775,Delhi Central,0.3490716332092904,8.495449199733175,17.327256116784046,17.627027715233805,39.95,159
Train_0189,Independent Floor,2,28.55192184,77.24658203,Delhi South,0.5099478347436824,15.84684734902874,4.139703066925772,10.267055516863556,167.23,738
Train_0190,Independent Floor,2,28.54179382,77.25423431,Other,0.577624038050328,16.65645127552339,5.325263991717949,11.54819532597607,102.19,307
Train_0191,Independent Floor,2,28.6198082,77.03934479,Other,0.5636132333151607,8.45084736203323,17.49217351457568,17.89869531357872,41.81,123
Train_0192,Apartment,1,28.56334305,77.05500793,Dwarka,1.2016695228803291,3.0500456615688805,14.955428996120572,18.386349197865883,51.1,307
Train_0193,Independent Floor,2,28.65231514,77.16426086,Delhi Central,0.6498730584803207,13.310272947896491,10.38439951801452,5.641971595332087,83.61,369
