ID,착과량(int)
TEST_0540,640
TEST_0541,700
TEST_0542,550
TEST_0543,550
TEST_0544,557
TEST_0545,757
TEST_0546,336
TEST_0547,563
TEST_0548,589
TEST_0549,155
TEST_0550,665
TEST_0551,446
TEST_0552,466
TEST_0553,662
TEST_0554,171
TEST_0555,149
TEST_0556,232
TEST_0557,446
TEST_0558,427
TEST_0559,348
TEST_0560,135
TEST_0561,255
TEST_0562,72
TEST_0563,56
TEST_0564,380
TEST_0565,637
TEST_0566,155
TEST_0567,758
TEST_0568,539
TEST_0569,158
TEST_0570,336
TEST_0571,241
TEST_0572,442
TEST_0573,740
TEST_0574,550
TEST_0575,366
TEST_0576,350
TEST_0577,353
TEST_0578,758
TEST_0579,256
TEST_0580,53
TEST_0581,454
TEST_0582,757
TEST_0583,140
TEST_0584,163
TEST_0585,272
TEST_0586,249
TEST_0587,145
TEST_0588,665
TEST_0589,348
TEST_0590,274
TEST_0591,239
TEST_0592,334
TEST_0593,653
TEST_0594,444
TEST_0595,256
TEST_0596,504
TEST_0597,53
TEST_0598,452
TEST_0599,222
TEST_0600,403
TEST_0601,244
TEST_0602,232
TEST_0603,644
TEST_0604,540
TEST_0605,347
TEST_0606,155
TEST_0607,158
TEST_0608,470
TEST_0609,756
TEST_0610,255
TEST_0611,266
TEST_0612,352
TEST_0613,467
TEST_0614,435
TEST_0615,243
TEST_0616,734
TEST_0617,619
TEST_0618,446
TEST_0619,44
TEST_0620,664
TEST_0621,259
TEST_0622,750
TEST_0623,40
TEST_0624,77
TEST_0625,260
TEST_0626,61
TEST_0627,460
TEST_0628,160
TEST_0629,622
TEST_0630,558
TEST_0631,262
TEST_0632,673
TEST_0633,222
TEST_0634,242
TEST_0635,765
TEST_0636,554
TEST_0637,322
TEST_0638,296
TEST_0639,680
TEST_0640,56
TEST_0641,363
TEST_0642,360
TEST_0643,728
TEST_0644,758
TEST_0645,153
TEST_0646,331
TEST_0647,28
TEST_0648,743
TEST_0649,549
TEST_0650,648
TEST_0651,452
TEST_0652,650
TEST_0653,453
TEST_0654,88
TEST_0655,153
TEST_0656,147
TEST_0657,661
TEST_0658,361
TEST_0659,353
TEST_0660,762
TEST_0661,544
TEST_0662,243
TEST_0663,158
TEST_0664,350
TEST_0665,156
TEST_0666,553
TEST_0667,655
TEST_0668,548
TEST_0669,110
TEST_0670,676
TEST_0671,127
TEST_0672,269
TEST_0673,167
TEST_0674,137
TEST_0675,162
TEST_0676,447
TEST_0677,371
TEST_0678,760
TEST_0679,544
TEST_0680,110
TEST_0681,453
TEST_0682,551
TEST_0683,154
TEST_0684,483
TEST_0685,604
TEST_0686,552
TEST_0687,67
TEST_0688,382
TEST_0689,448
TEST_0690,472
TEST_0691,398
TEST_0692,252
TEST_0693,378
TEST_0694,134
TEST_0695,441
TEST_0696,358
TEST_0697,428
TEST_0698,245
TEST_0699,650
TEST_0700,584
TEST_0701,50
TEST_0702,48
TEST_0703,358
TEST_0704,452
TEST_0705,228
TEST_0706,540
TEST_0707,568
TEST_0708,451
TEST_0709,395
TEST_0710,150
TEST_0711,553
TEST_0712,18
TEST_0713,671
TEST_0714,545
TEST_0715,41
TEST_0716,347
TEST_0717,551
TEST_0718,251
TEST_0719,357
TEST_0720,760
TEST_0721,146
TEST_0722,318
TEST_0723,246
TEST_0724,51
TEST_0725,460
TEST_0726,385
TEST_0727,751
TEST_0728,439
TEST_0729,248
TEST_0730,736
TEST_0731,158
TEST_0732,760
TEST_0733,248
TEST_0734,570
TEST_0735,156
TEST_0736,633
TEST_0737,627
TEST_0738,140
TEST_0739,636
TEST_0740,143
TEST_0741,334
TEST_0742,15
TEST_0743,34
TEST_0744,563
TEST_0745,648
TEST_0746,240
TEST_0747,656
TEST_0748,566
TEST_0749,236
TEST_0750,141
TEST_0751,639
TEST_0752,533
TEST_0753,446
TEST_0754,565
TEST_0755,256
TEST_0756,152
TEST_0757,155
TEST_0758,440
TEST_0759,19
TEST_0760,141
TEST_0761,226
TEST_0762,656
TEST_0763,402
TEST_0764,664
TEST_0765,356
TEST_0766,152
TEST_0767,407
TEST_0768,524
TEST_0769,741
TEST_0770,546
TEST_0771,552
TEST_0772,349
TEST_0773,559
TEST_0774,266
TEST_0775,152
TEST_0776,368
TEST_0777,634
TEST_0778,127
TEST_0779,455
TEST_0780,443
TEST_0781,259
TEST_0782,651
TEST_0783,460
TEST_0784,251
TEST_0785,33
TEST_0786,241
TEST_0787,250
TEST_0788,513
TEST_0789,31
TEST_0790,159
TEST_0791,549
TEST_0792,210
TEST_0793,358
TEST_0794,742
TEST_0795,154
TEST_0796,153
TEST_0797,437
TEST_0798,61
TEST_0799,353
TEST_0800,238
TEST_0801,252
TEST_0802,502
TEST_0803,454
TEST_0804,160
TEST_0805,653
TEST_0806,753
TEST_0807,351
TEST_0808,558
TEST_0809,550
TEST_0810,246
TEST_0811,648
TEST_0812,758
TEST_0813,244
TEST_0814,718
TEST_0815,550
TEST_0816,345
TEST_0817,357
TEST_0818,258
TEST_0819,346
TEST_0820,672
TEST_0821,748
TEST_0822,263
TEST_0823,35
TEST_0824,754
TEST_0825,656
TEST_0826,653
TEST_0827,251
TEST_0828,241
TEST_0829,351
TEST_0830,184
TEST_0831,647
TEST_0832,694
TEST_0833,130
TEST_0834,540
TEST_0835,554
TEST_0836,115
TEST_0837,546
TEST_0838,361
TEST_0839,541
TEST_0840,619
TEST_0841,329
TEST_0842,640
TEST_0843,265
TEST_0844,377
TEST_0845,257
TEST_0846,627
TEST_0847,532
TEST_0848,244
TEST_0849,138
TEST_0850,28
TEST_0851,577
TEST_0852,243
TEST_0853,247
TEST_0854,646
TEST_0855,756
TEST_0856,652
TEST_0857,33
TEST_0858,252
TEST_0859,755
TEST_0860,648
TEST_0861,364
TEST_0862,654
TEST_0863,607
TEST_0864,142
TEST_0865,639
TEST_0866,133
TEST_0867,477
TEST_0868,330
TEST_0869,652
TEST_0870,455
TEST_0871,744
TEST_0872,752
TEST_0873,742
TEST_0874,252
TEST_0875,750
TEST_0876,480
TEST_0877,373
TEST_0878,251
TEST_0879,54
TEST_0880,527
TEST_0881,158
TEST_0882,248
TEST_0883,649
TEST_0884,456
TEST_0885,363
TEST_0886,358
TEST_0887,157
TEST_0888,353
TEST_0889,656
TEST_0890,461
TEST_0891,145
TEST_0892,647
TEST_0893,542
TEST_0894,254
TEST_0895,745
TEST_0896,455
TEST_0897,444
TEST_0898,773
TEST_0899,536
TEST_0900,649
TEST_0901,572
TEST_0902,748
TEST_0903,41
TEST_0904,656
TEST_0905,635
TEST_0906,38
TEST_0907,31
TEST_0908,174
TEST_0909,50
TEST_0910,650
TEST_0911,189
TEST_0912,549
TEST_0913,249
TEST_0914,224
TEST_0915,660
TEST_0916,364
TEST_0917,179
TEST_0918,160
TEST_0919,763
TEST_0920,477
TEST_0921,355
TEST_0922,50
TEST_0923,709
TEST_0924,471
TEST_0925,340
TEST_0926,351
TEST_0927,336
TEST_0928,453
TEST_0929,661
TEST_0930,763
TEST_0931,148
TEST_0932,664
TEST_0933,347
TEST_0934,449
TEST_0935,185
TEST_0936,113
TEST_0937,133
TEST_0938,216
TEST_0939,152
TEST_0940,235
TEST_0941,157
TEST_0942,152
TEST_0943,557
TEST_0944,249
TEST_0945,675
TEST_0946,185
TEST_0947,769
TEST_0948,292
TEST_0949,447
TEST_0950,358
TEST_0951,645
TEST_0952,140
TEST_0953,459
TEST_0954,350
TEST_0955,612
TEST_0956,738
TEST_0957,131
TEST_0958,449
TEST_0959,550
TEST_0960,205
TEST_0961,345
TEST_0962,440
TEST_0963,59
TEST_0964,375
TEST_0965,144
TEST_0966,358
TEST_0967,336
TEST_0968,545
TEST_0969,345
TEST_0970,116
TEST_0971,542
TEST_0972,271
TEST_0973,460
TEST_0974,357
TEST_0975,631
TEST_0976,566
TEST_0977,246
TEST_0978,246
TEST_0979,258
TEST_0980,245
TEST_0981,149
TEST_0982,51
TEST_0983,362
TEST_0984,194
TEST_0985,639
TEST_0986,749
TEST_0987,61
TEST_0988,245
TEST_0989,653
TEST_0990,428
TEST_0991,467
TEST_0992,221
TEST_0993,748
TEST_0994,456
TEST_0995,447
TEST_0996,175
TEST_0997,709
TEST_0998,442
TEST_0999,579
TEST_1000,619
TEST_1001,539
TEST_1002,755
TEST_1003,646
TEST_1004,234
TEST_1005,442
TEST_1006,240
TEST_1007,754
TEST_1008,449
TEST_1009,753
TEST_1010,323
TEST_1011,582
TEST_1012,583
TEST_1013,532
TEST_1014,350
TEST_1015,251
TEST_1016,452
TEST_1017,641
TEST_1018,439
TEST_1019,505
TEST_1020,157
TEST_1021,356
TEST_1022,414
TEST_1023,138
TEST_1024,247
TEST_1025,445
TEST_1026,639
TEST_1027,246
TEST_1028,755
TEST_1029,79
TEST_1030,466
TEST_1031,667
TEST_1032,117
TEST_1033,692
TEST_1034,655
TEST_1035,536
TEST_1036,660
TEST_1037,552
TEST_1038,358
TEST_1039,254
TEST_1040,551
TEST_1041,642
TEST_1042,358
TEST_1043,350
TEST_1044,40
TEST_1045,443
TEST_1046,343
TEST_1047,356
TEST_1048,150
TEST_1049,151
TEST_1050,764
TEST_1051,268
TEST_1052,567
TEST_1053,351
TEST_1054,557
TEST_1055,339
TEST_1056,568
TEST_1057,375
TEST_1058,547
TEST_1059,71
TEST_1060,757
TEST_1061,561
TEST_1062,455
TEST_1063,760
TEST_1064,647
TEST_1065,653
TEST_1066,576
TEST_1067,461
TEST_1068,153
TEST_1069,447
TEST_1070,170
TEST_1071,754
TEST_1072,153
TEST_1073,344
TEST_1074,439
TEST_1075,156
TEST_1076,548
TEST_1077,139
TEST_1078,546
TEST_1079,250
TEST_1080,762
TEST_1081,567
TEST_1082,39
TEST_1083,628
TEST_1084,655
TEST_1085,547
TEST_1086,333
TEST_1087,357
TEST_1088,500
TEST_1089,44
TEST_1090,351
TEST_1091,248
TEST_1092,448
TEST_1093,156
TEST_1094,609
TEST_1095,181
TEST_1096,43
TEST_1097,700
TEST_1098,747
TEST_1099,265
TEST_1100,348
TEST_1101,49
TEST_1102,655
TEST_1103,201
TEST_1104,163
TEST_1105,747
TEST_1106,139
TEST_1107,655
TEST_1108,559
TEST_1109,349
TEST_1110,543
TEST_1111,530
TEST_1112,462
TEST_1113,695
TEST_1114,544
TEST_1115,322
TEST_1116,450
TEST_1117,647
TEST_1118,255
TEST_1119,657
TEST_1120,142
TEST_1121,146
TEST_1122,154
TEST_1123,538
TEST_1124,167
TEST_1125,295
TEST_1126,550
TEST_1127,142
TEST_1128,360
TEST_1129,758
TEST_1130,658
TEST_1131,560
TEST_1132,70
TEST_1133,646
TEST_1134,548
TEST_1135,145
TEST_1136,424
TEST_1137,702
TEST_1138,355
TEST_1139,539
TEST_1140,372
TEST_1141,450
TEST_1142,153
TEST_1143,547
TEST_1144,256
TEST_1145,686
TEST_1146,337
TEST_1147,169
TEST_1148,334
TEST_1149,218
TEST_1150,120
TEST_1151,370
TEST_1152,293
TEST_1153,545
TEST_1154,343
TEST_1155,267
TEST_1156,659
TEST_1157,471
TEST_1158,155
TEST_1159,449
TEST_1160,109
TEST_1161,83
TEST_1162,635
TEST_1163,441
TEST_1164,161
TEST_1165,745
TEST_1166,532
TEST_1167,253
TEST_1168,658
TEST_1169,145
TEST_1170,550
TEST_1171,556
TEST_1172,498
TEST_1173,229
TEST_1174,742
TEST_1175,562
TEST_1176,145
TEST_1177,22
TEST_1178,146
TEST_1179,446
TEST_1180,44
TEST_1181,634
TEST_1182,436
TEST_1183,447
TEST_1184,746
TEST_1185,346
TEST_1186,59
TEST_1187,18
TEST_1188,644
TEST_1189,618
TEST_1190,542
TEST_1191,242
TEST_1192,638
TEST_1193,755
TEST_1194,252
TEST_1195,388
TEST_1196,755
TEST_1197,51
TEST_1198,461
TEST_1199,350
TEST_1200,365
TEST_1201,242
TEST_1202,436
TEST_1203,539
TEST_1204,537
TEST_1205,252
TEST_1206,648
TEST_1207,258
TEST_1208,163
TEST_1209,443
TEST_1210,612
TEST_1211,241
TEST_1212,640
TEST_1213,731
TEST_1214,442
TEST_1215,360
TEST_1216,254
TEST_1217,351
TEST_1218,39
TEST_1219,251
TEST_1220,210
TEST_1221,39
TEST_1222,347
TEST_1223,454
TEST_1224,654
TEST_1225,174
TEST_1226,32
TEST_1227,451
TEST_1228,292
TEST_1229,24
TEST_1230,660
TEST_1231,241
TEST_1232,768
TEST_1233,768
TEST_1234,115
TEST_1235,153
TEST_1236,637
TEST_1237,245
TEST_1238,647
TEST_1239,250
TEST_1240,552
TEST_1241,652
TEST_1242,351
TEST_1243,157
TEST_1244,680
TEST_1245,729
TEST_1246,345
TEST_1247,228
TEST_1248,435
TEST_1249,773
TEST_1250,188
TEST_1251,631
TEST_1252,54
TEST_1253,260
TEST_1254,158
TEST_1255,452
TEST_1256,29
TEST_1257,535
TEST_1258,241
TEST_1259,146
TEST_1260,337
TEST_1261,644
TEST_1262,149
TEST_1263,62
TEST_1264,531
TEST_1265,45
TEST_1266,159
TEST_1267,553
TEST_1268,654
TEST_1269,448
TEST_1270,350
TEST_1271,251
TEST_1272,155
TEST_1273,644
TEST_1274,555
TEST_1275,556
TEST_1276,755
TEST_1277,230
TEST_1278,554
TEST_1279,497
TEST_1280,758
TEST_1281,316
TEST_1282,17
TEST_1283,59
TEST_1284,337
TEST_1285,102
TEST_1286,656
TEST_1287,164
TEST_1288,373
TEST_1289,635
TEST_1290,223
TEST_1291,581
TEST_1292,543
TEST_1293,630
TEST_1294,237
TEST_1295,328
TEST_1296,558
TEST_1297,348
TEST_1298,485
TEST_1299,142
TEST_1300,442
TEST_1301,458
TEST_1302,662
TEST_1303,468
TEST_1304,590
TEST_1305,47
TEST_1306,583
TEST_1307,333
TEST_1308,611
TEST_1309,352
TEST_1310,547
TEST_1311,272
TEST_1312,553
TEST_1313,448
TEST_1314,572
TEST_1315,242
TEST_1316,238
TEST_1317,454
TEST_1318,150
TEST_1319,50
TEST_1320,568
TEST_1321,32
TEST_1322,659
TEST_1323,175
TEST_1324,151
TEST_1325,366
TEST_1326,160
TEST_1327,641
TEST_1328,365
TEST_1329,147
TEST_1330,346
TEST_1331,454
TEST_1332,565
TEST_1333,142
TEST_1334,453
TEST_1335,123
TEST_1336,735
TEST_1337,561
TEST_1338,460
TEST_1339,230
TEST_1340,257
TEST_1341,453
TEST_1342,250
TEST_1343,575
TEST_1344,452
TEST_1345,442
TEST_1346,663
TEST_1347,111
TEST_1348,4
TEST_1349,649
TEST_1350,639
TEST_1351,124
TEST_1352,253
TEST_1353,748
TEST_1354,39
TEST_1355,662
TEST_1356,550
TEST_1357,460
TEST_1358,552
TEST_1359,683
TEST_1360,557
TEST_1361,140
TEST_1362,389
TEST_1363,181
TEST_1364,243
TEST_1365,641
TEST_1366,55
TEST_1367,349
TEST_1368,259
TEST_1369,459
TEST_1370,250
TEST_1371,539
TEST_1372,652
TEST_1373,459
TEST_1374,325
TEST_1375,646
TEST_1376,523
TEST_1377,351
TEST_1378,36
TEST_1379,546
TEST_1380,253
TEST_1381,338
TEST_1382,35
TEST_1383,123
TEST_1384,157
TEST_1385,533
TEST_1386,658
TEST_1387,454
TEST_1388,47
TEST_1389,467
TEST_1390,650
TEST_1391,735
TEST_1392,647
TEST_1393,273
TEST_1394,776
TEST_1395,525
TEST_1396,360
TEST_1397,32
TEST_1398,444
TEST_1399,27
TEST_1400,648
TEST_1401,655
TEST_1402,460
TEST_1403,235
TEST_1404,761
TEST_1405,125
TEST_1406,149
TEST_1407,641
TEST_1408,249
TEST_1409,148
TEST_1410,744
TEST_1411,549
TEST_1412,154
TEST_1413,136
TEST_1414,247
TEST_1415,644
TEST_1416,415
TEST_1417,760
TEST_1418,768
TEST_1419,134
TEST_1420,528
TEST_1421,142
TEST_1422,426
TEST_1423,246
TEST_1424,251
TEST_1425,455
TEST_1426,744
TEST_1427,640
TEST_1428,505
TEST_1429,621
TEST_1430,222
TEST_1431,254
TEST_1432,553
TEST_1433,320
TEST_1434,360
TEST_1435,337
TEST_1436,143
TEST_1437,733
TEST_1438,161
TEST_1439,640
TEST_1440,454
TEST_1441,140
TEST_1442,559
TEST_1443,457
TEST_1444,262
TEST_1445,541
TEST_1446,103
TEST_1447,463
TEST_1448,435
TEST_1449,750
TEST_1450,622
TEST_1451,657
TEST_1452,656
TEST_1453,343
TEST_1454,645
TEST_1455,236
TEST_1456,460
TEST_1457,44
TEST_1458,538
TEST_1459,331
TEST_1460,530
TEST_1461,138
TEST_1462,35
TEST_1463,740
TEST_1464,363
TEST_1465,448
TEST_1466,145
TEST_1467,259
TEST_1468,288
TEST_1469,463
TEST_1470,40
TEST_1471,760
TEST_1472,360
TEST_1473,244
TEST_1474,142
TEST_1475,550
TEST_1476,556
TEST_1477,349
TEST_1478,331
TEST_1479,237
TEST_1480,649
TEST_1481,159
TEST_1482,146
TEST_1483,447
TEST_1484,543
TEST_1485,141
TEST_1486,284
TEST_1487,746
TEST_1488,49
TEST_1489,74
TEST_1490,454
TEST_1491,646
TEST_1492,650
TEST_1493,55
TEST_1494,563
TEST_1495,146
TEST_1496,655
TEST_1497,338
TEST_1498,653
TEST_1499,359
TEST_1500,439
TEST_1501,336
TEST_1502,274
TEST_1503,349
TEST_1504,349
TEST_1505,57
TEST_1506,425
TEST_1507,363
TEST_1508,707
TEST_1509,657
TEST_1510,502
TEST_1511,248
TEST_1512,245
TEST_1513,469
TEST_1514,68
TEST_1515,247
TEST_1516,351
TEST_1517,447
TEST_1518,247
TEST_1519,654
TEST_1520,451
TEST_1521,681
TEST_1522,158
TEST_1523,248
TEST_1524,358
TEST_1525,664
TEST_1526,391
TEST_1527,352
TEST_1528,53
TEST_1529,477
TEST_1530,740
TEST_1531,261
TEST_1532,544
TEST_1533,32
TEST_1534,115
TEST_1535,352
TEST_1536,563
TEST_1537,252
TEST_1538,369
TEST_1539,358
TEST_1540,340
TEST_1541,534
TEST_1542,25
TEST_1543,249
TEST_1544,140
TEST_1545,636
TEST_1546,451
TEST_1547,266
TEST_1548,552
TEST_1549,153
TEST_1550,247
TEST_1551,344
TEST_1552,143
